datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2013-09-10 02:00:00,294.01,298.55,294.86,294.89,294.13,294.61,295.76,298.17,297.0,288.55,297.28,304.66,300.09,301.49,300.77,302.21,303.76,297.49,300.81,296.27,293.91,298.51,295.63,300.93,294.42,289.28,292.58,292.09,288.65,287.58,288.029,295.62,298.15,295.4,294.53,288.191
2013-09-10 03:00:00,292.77,296.78,293.58,292.96,293.36,293.04,294.83,297.7,296.21,288.45,297.45,303.6,299.41,300.18,299.59,301.12,303.04,296.98,300.51,295.83,293.67,298.11,295.23,300.55,294.01,289.45,292.21,292.3,288.94,287.22,288.029,295.7,298.15,295.095,294.82,288.191
2013-09-10 04:00:00,291.53,295.24,291.32,291.21,291.87,292.65,294.3,297.13,294.73,288.21,297.04,302.55,299.16,299.61,298.46,299.69,302.2,296.55,300.3,295.06,293.53,297.37,294.16,299.75,293.84,289.44,292.26,292.46,288.29,286.92,288.029,295.83,299.15,294.79,295.11,288.191
2013-09-10 05:00:00,290.82,294.31,290.77,290.2,291.49,291.9,294.27,296.48,293.29,288.17,296.1,301.36,298.73,299.0,297.38,299.01,301.72,296.64,299.58,294.78,294.05,297.25,294.13,299.61,293.45,289.66,292.59,292.65,288.82,286.52,296.394,297.86,297.24,298.51,298.67,296.079
2013-09-10 06:00:00,290.07,293.16,290.335,289.38,291.115,291.575,294.215,296.315,292.86,288.115,296.06,300.57,298.305,298.37,296.545,298.43,301.345,296.35,299.105,294.49,294.715,296.86,293.915,299.455,293.51,290.185,292.705,292.875,288.755,286.555,296.394,299.535,303.15,299.623333333,299.73,296.079
2013-09-10 07:00:00,289.32,292.01,289.9,288.56,290.74,291.25,294.16,296.15,292.43,288.06,296.02,299.78,297.88,297.74,295.71,297.85,300.97,296.06,298.63,294.2,295.38,296.47,293.7,299.3,293.57,290.71,292.82,293.1,288.69,286.59,296.394,301.21,304.15,302.04,302.04,296.079
2013-09-10 08:00:00,288.51,291.19,289.77,287.93,290.27,290.94,294.44,296.22,290.79,288.1,296.11,299.24,297.86,296.65,295.3,297.63,300.36,295.87,298.08,293.67,295.67,296.27,293.29,299.41,293.51,290.29,293.19,293.11,288.7,287.31,302.611,302.25,302.458,301.97,301.978,301.213
2013-09-10 09:00:00,288.11,290.57,289.395,287.485,289.865,291.0,294.3,295.97,290.25,288.13,296.01,298.83,297.685,296.04,294.64,297.31,299.495,295.68,297.815,293.515,295.605,296.265,292.865,299.315,293.435,290.79,293.375,293.175,288.38,288.03,302.611,303.99,307.15,301.9,300.91,301.213
2013-09-10 10:00:00,287.71,289.95,289.02,287.04,289.46,291.06,294.16,295.72,289.71,288.16,295.91,298.42,297.51,295.43,293.98,296.99,298.63,295.49,297.55,293.36,295.54,296.26,292.44,299.22,293.36,291.29,293.56,293.24,288.06,288.75,302.611,304.16,309.15,302.26,301.698,301.213
2013-09-10 11:00:00,287.46,289.43,288.67,286.58,289.28,291.13,294.33,295.68,290.39,288.05,296.05,297.73,297.44,295.65,293.49,296.42,298.23,295.43,297.22,293.19,295.79,296.7,292.14,298.82,293.66,292.99,293.77,293.49,287.44,289.49,304.735,303.26,309.15,301.48,301.48,303.067
2013-09-10 12:00:00,286.97,289.19,288.4,286.26,289.15,291.01,294.565,295.69,289.54,287.99,295.7,297.46,297.37,295.96,292.92,296.11,297.77,295.23,296.72,293.05,295.63,296.81,292.3,299.47,293.74,293.24,294.11,293.67,287.44,290.18,305.186,303.84,310.15,300.93,300.93,303.569
2013-09-10 13:00:00,287.15,289.06,288.1,286.4,289.04,291.18,294.8,295.66,289.38,288.18,295.82,297.29,297.69,296.9,293.14,296.92,298.73,296.57,298.58,294.53,297.34,299.39,294.24,301.17,294.94,293.6,295.32,294.65,287.75,290.97,305.186,304.42,309.15,299.82,299.82,303.569
2013-09-10 14:00:00,287.03,288.306,288.026,287.051,289.871,290.916,293.026,294.531,288.866,287.216,296.036,298.671,299.771,299.676,295.021,300.511,299.391,298.636,301.041,297.441,299.071,301.046,297.296,301.386,296.846,294.57,296.836,295.73,288.41,292.336,303.052,303.361,306.001,300.095,300.911,302.7105
2013-09-10 15:00:00,288.4,289.76,288.7,287.133333333,290.193333333,292.286666667,294.933333333,298.013333333,290.693333333,288.453333333,298.806666667,300.263333333,299.896666667,301.253333333,295.393333333,302.586666667,303.056666667,300.576666667,302.273333333,298.69,301.786666667,302.096666667,299.106666667,302.856666667,298.986666667,295.54,297.673333333,296.985,288.95,292.57,303.052,302.24,308.15,300.37,297.866666667,302.307
2013-09-10 16:00:00,289.77,290.11,289.0,287.5,290.77,292.84,295.0,299.19,291.35,288.59,300.3,301.75,301.0,303.43,296.52,305.42,305.22,302.58,304.12,300.77,304.01,303.45,301.54,303.7,301.01,300.715,298.85,298.24,289.49,293.37,303.052,301.15,308.15,300.37,296.89,301.676
2013-09-10 17:00:00,293.35,292.2,290.37,288.62,292.97,294.86,296.95,300.55,291.89,289.15,301.07,303.7,301.93,305.18,296.08,307.04,306.15,305.26,307.2,301.61,305.54,304.25,303.54,303.78,302.32,305.89,300.37,300.44,290.95,292.82,297.166,301.02,303.683,299.708,298.543,294.796
2013-09-10 18:00:00,294.49,296.03,293.13,290.93,295.13,297.3,295.748,300.72,295.08,290.35,302.15,305.66,304.16,307.22,297.29,308.9,308.48,304.903,308.71,303.02,307.48,305.46,303.743,301.48,303.57,306.48,302.59,301.23,292.04,294.99,297.166,300.69,295.596,299.046,300.196,294.796
2013-09-10 19:00:00,293.968,298.628,292.413,292.13,297.548,297.605,294.546,297.218,293.535,290.85,301.295,306.13,305.168,307.3,297.745,309.165,305.058,304.546,307.728,302.97,305.708,303.748,303.946,302.243,304.215,303.583,302.945,301.503,291.323,295.898,297.166,300.36,295.596,299.046,300.196,294.796
2013-09-10 20:00:00,294.92,299.94,294.31,293.33,297.98,297.91,300.4,300.92,291.99,291.35,300.44,306.6,305.32,307.38,298.2,309.43,307.9,299.91,308.19,302.92,308.05,304.13,304.25,301.37,304.86,304.9,303.3,302.74,291.28,296.18,293.108,296.809,291.482,297.59,297.59,291.232
2013-09-10 21:00:00,296.6,301.825,294.34,294.82,298.88,297.72,301.89,300.755,291.595,291.0,300.575,306.76,305.025,307.345,298.62,309.24,307.645,298.115,306.275,302.36,307.27,303.585,303.93,301.11,304.255,304.165,302.995,302.49,291.76,296.38,293.108,297.85,291.482,298.15,298.15,291.232
2013-09-10 22:00:00,298.28,303.71,294.37,296.31,299.78,297.53,302.16,300.59,291.2,290.65,300.71,306.92,304.73,307.31,299.04,309.05,307.39,296.32,304.36,301.8,306.49,303.04,303.61,300.85,303.65,303.43,302.69,302.24,292.24,296.58,293.108,297.25,291.482,299.139,296.98,291.232
2013-09-10 23:00:00,297.82,304.92,294.06,297.35,298.65,297.32,300.4675,301.4,289.94,290.22,299.73,306.02,304.04,306.79,299.69,308.41,306.93,295.95,304.2425,300.96,305.56,302.17,303.18,301.17,302.77,302.73,301.65,301.62,291.05,295.97,290.525,294.5375,288.66,296.72,295.81,289.41
2013-09-11 00:00:00,297.36,304.645,293.185,297.195,297.27,296.24,300.153333333,301.22,289.915,289.745,299.08,304.76,303.02,305.09,298.35,305.71,305.635,295.61,300.913333333,299.315,303.17,301.0,300.325,301.015,301.37,302.61,300.39,300.465,290.845,295.76,290.525,296.636666667,288.66,298.15,295.89,289.41
2013-09-11 01:00:00,296.465,304.37,292.31,297.04,295.89,295.16,299.15,301.04,289.89,289.27,298.43,303.5,302.0,303.39,297.01,303.01,304.34,295.27,299.19,297.67,300.78,299.83,297.47,300.86,299.97,302.49,299.13,299.31,290.64,295.55,290.525,296.33,288.66,298.4095,291.48,289.41
2013-09-11 02:00:00,295.57,302.78,291.4,296.01,294.59,293.88,298.53,299.7,289.59,288.98,297.35,302.26,300.92,302.09,295.16,301.32,303.03,296.1895,298.6,296.63,300.12,299.88,296.96,300.62,298.87,301.39,298.49,298.95,291.0745,295.09,289.316,296.17,286.694,295.744,292.04,288.544
2013-09-11 03:00:00,294.105,300.34,290.22,294.12,292.2,291.96,297.78,298.58,289.72,288.86,296.74,301.26,299.97,300.62,294.68,299.62,302.43,295.48,297.94,295.41,298.45,299.38,295.88,300.35,298.2,300.41,298.12,298.73,291.46,294.68,289.316,296.09,298.15,295.744,293.89,288.544
2013-09-11 04:00:00,292.64,298.76,290.02,292.44,291.68,291.48,297.37,297.96,289.82,288.83,296.3,300.24,299.38,299.7,293.53,298.48,301.93,295.21,297.78,294.73,298.48,298.26,295.31,299.89,297.31,298.93,298.09,298.08,290.22,294.0,289.316,295.7295,300.15,295.44,295.74,288.544
2013-09-11 05:00:00,292.73,296.93,289.96,291.62,291.05,291.14,295.1125,297.07,289.37,288.62,296.03,299.88,298.35,298.85,292.79,297.61,301.27,295.04,297.92,294.23,298.05,297.91,294.48,299.34,296.85,299.27,297.73,297.89,290.29,293.79,297.416,298.8,301.65,298.74,298.89,297.32
2013-09-11 06:00:00,291.445,295.74,289.7,290.985,290.715,290.925,296.796666667,296.61,289.24,288.545,295.865,299.27,297.975,297.855,291.875,297.36,300.57,294.985,297.435,293.875,297.98,297.345,294.03,299.385,296.53,297.875,297.19,297.685,291.335,293.69,297.416,300.6,303.15,302.04,302.04,297.32
2013-09-11 07:00:00,290.16,294.55,289.44,290.35,290.38,290.71,296.51,296.15,289.11,288.47,295.7,298.66,297.6,296.86,290.96,297.11,299.87,294.93,296.95,293.52,297.91,296.78,293.58,299.43,296.21,296.48,296.65,297.48,292.38,293.59,297.416,302.4,305.15,301.42,301.73,297.32
2013-09-11 08:00:00,289.379,294.25,289.57,289.84,289.73,290.22,296.98,295.64,289.16,288.44,295.46,298.23,297.15,296.25,290.85,296.24,298.77,294.44,296.54,293.02,296.99,296.87,292.89,299.4,295.74,296.72,295.98,297.12,289.98,293.78,303.47,303.024,303.199,301.609,301.42,301.818
2013-09-11 09:00:00,289.67,293.466666667,289.48,289.313333333,289.423333333,290.31,296.186666667,295.276666667,289.186666667,288.43,295.746666667,297.483333333,296.773333333,295.473333333,290.556666667,295.756666667,298.32,294.306666667,296.226666667,292.81,296.416666667,296.766666667,292.47,299.516666667,295.503333333,296.035,295.783333333,296.836666667,290.363333333,293.8,304.176,303.573333333,307.816666667,302.26,301.936666667,302.478666667
2013-09-11 10:00:00,288.889,292.974,288.424,288.704,287.979,288.819,293.374,292.074,289.194,286.879,295.934,296.194,295.909,295.784,290.759,294.869,298.159,295.169,296.374,292.694,296.084,297.279,292.739,299.899,295.464,295.35,296.144,296.509,291.014,293.944,304.643,304.16,309.15,302.449,302.384,302.474
2013-09-11 11:00:00,289.18,291.9,289.3,288.26,288.81,290.49,294.6,294.55,289.24,288.41,296.32,295.99,296.02,293.92,289.97,294.79,297.42,294.04,295.6,292.39,295.27,296.56,291.63,299.75,295.03,295.632,295.39,296.27,291.13,293.84,305.588,304.062,310.15,303.1,302.97,303.8
2013-09-11 12:00:00,288.67,291.5,289.295,288.055,288.86,290.36,294.32,294.245,289.1,288.42,296.42,296.175,296.465,293.985,290.29,294.96,297.835,294.775,296.045,292.915,295.88,297.895,293.04,300.45,295.855,295.92,296.66,297.425,292.535,295.38,305.588,304.31,311.15,300.93,300.93,303.8
2013-09-11 13:00:00,288.16,291.1,289.29,287.85,288.91,290.23,294.04,293.94,288.96,288.43,296.52,296.36,296.91,294.05,290.61,295.13,298.25,295.51,296.49,293.44,296.49,299.23,294.45,301.15,296.68,297.097,297.93,298.58,293.94,296.92,305.588,303.43,311.15,302.59,302.59,303.8
2013-09-11 14:00:00,287.59,290.29,289.47,287.58,288.88,290.7,293.87,294.63,289.16,288.39,296.91,298.45,299.05,296.83,292.66,298.09,299.03,296.66,298.53,296.21,298.39,301.49,298.09,302.57,298.76,298.28,300.51,302.4,298.38,299.65,303.585,302.04,307.2885,299.26,300.55,302.227
2013-09-11 15:00:00,290.91,291.545,289.55,288.775,289.78,290.865,292.1235,296.63,289.86,288.54,297.83,301.79,302.98,300.05,294.28,301.48,300.25,300.37,300.475,299.18,302.06,302.41,300.435,303.15,299.775,301.48,302.98,304.29,302.04,301.845,303.585,301.8835,303.427,300.1935,300.8135,302.227
2013-09-11 16:00:00,294.405,292.8,290.225,289.97,290.68,291.03,290.377,298.63,290.56,288.69,298.754,304.044,303.91,302.485,296.91,305.044,301.47,301.28,302.42,301.009,302.484,301.989,302.78,302.894,300.79,301.434,304.879,304.384,300.744,304.04,303.585,301.727,308.15,301.127,301.077,302.227
2013-09-11 17:00:00,297.9,297.87,290.9,293.03,292.88,292.95,294.88,301.8,293.5,289.62,300.74,305.37,304.84,304.92,299.54,306.52,303.46,302.19,304.88,301.9,304.3,303.06,303.75,302.37,302.53,303.65,305.89,306.95,303.07,306.16,297.251,300.26,302.976,298.72,298.89,295.456
2013-09-11 18:00:00,296.99,300.02,292.633333333,297.59,294.906666667,295.05,296.015,303.283333333,291.556666667,291.885,301.46,306.053333333,305.99,305.786666667,300.52,307.02,303.13,303.183333333,306.515,302.525,304.666666667,303.105,304.45,301.26,298.84,303.056666667,305.52,306.916666667,302.585,303.655,297.251,300.205,295.206,297.586666667,298.533333333,295.456
2013-09-11 19:00:00,296.08,303.111,293.176,302.15,297.681,297.15,297.15,301.776,289.686,294.15,302.026,307.111,307.14,307.386,301.5,307.761,301.011,301.736,308.15,303.15,303.776,303.15,305.15,300.15,295.15,301.336,305.15,305.376,302.1,301.15,294.935,300.15,304.15,298.286,299.536,293.338
2013-09-11 20:00:00,297.215,304.32,296.1,304.15,298.96,298.6415,298.15,306.25,287.67,292.4,302.9,307.42,307.14,307.52,301.15,308.02,302.47,305.17,307.15,304.15,305.4,303.15,304.15,299.45,295.68,301.87,305.15,306.85,301.7415,301.15,292.619,299.15,297.86,295.32,297.82,291.22
2013-09-11 21:00:00,298.35,304.32,296.39,305.15,299.86,296.97,298.15,306.55,287.67,290.65,303.735,304.15,307.14,296.15,301.5,308.02,302.47,305.17,307.15,304.15,304.665,303.15,303.15,301.135,296.15,296.75,304.15,306.05,297.37,300.15,292.619,298.15,291.57,295.32,297.82,291.22
2013-09-11 22:00:00,297.71,304.32,296.68,305.15,300.76,297.15,300.15,306.85,287.67,290.15,304.57,302.15,306.15,304.5665,300.82,308.02,302.47,299.66,306.15,303.15,303.93,301.64,301.15,302.82,297.15,293.15,303.15,305.25,296.94,299.15,292.619,298.15,291.57,295.32,297.82,291.22
2013-09-11 23:00:00,297.94,305.094,293.75,305.15,301.44,298.306,300.15,307.25,289.394,288.806,304.92,303.856,305.14,301.15,300.15,304.594,298.194,298.836,305.15,300.15,298.61,301.15,301.022,302.244,296.15,295.981,302.15,303.35,296.951,298.15,290.284,297.15,289.244,294.644,297.344,289.344
2013-09-12 00:00:00,298.17,305.094,293.57,305.15,299.43,294.15,298.22,306.05,289.394,292.15,303.52,306.894,302.64,305.244,297.13,304.594,298.194,302.344,300.15,297.15,296.755,299.49,300.894,299.15,295.15,299.144,300.15,302.8,295.44,298.15,290.284,297.15,289.244,294.644,297.344,289.344
2013-09-12 01:00:00,297.58,305.094,293.39,302.73,297.42,293.15,296.25,304.85,296.15,291.15,302.12,306.894,301.64,303.15,294.83,304.594,298.194,302.344,298.15,296.15,294.9,298.71,295.15,299.15,295.15,295.19,299.15,302.25,294.85,299.55,290.284,297.15,289.244,294.644,297.344,289.344
2013-09-12 02:00:00,296.381,298.44,291.35,300.15,295.77,293.145,293.15,301.35,293.141,288.541,299.53,303.14,300.64,301.166,294.67,301.29,297.64,299.14,298.15,296.15,294.69,300.15,296.15,298.866,295.15,292.15,299.15,301.15,295.15,300.15,289.159,297.15,287.29,294.54,297.19,288.39
2013-09-12 03:00:00,294.28,298.44,291.37,293.15,294.525,293.14,293.15,300.65,284.49,290.15,299.22,302.15,300.15,300.99,293.63,298.15,295.15,299.14,298.15,295.15,295.15,297.75,294.68,298.83,295.15,295.15,298.15,300.025,293.72,298.74,289.159,296.64,299.15,294.54,297.19,288.39
2013-09-12 04:00:00,293.3835,298.44,291.39,292.15,293.28,290.15,294.15,299.95,291.15,290.15,298.91,302.15,298.67,304.15,292.12,297.15,296.15,299.14,296.15,296.15,295.15,297.75,294.15,297.15,295.15,294.56,298.15,298.9,293.81,298.15,289.159,299.14,300.15,294.54,297.19,288.39
2013-09-12 05:00:00,291.585,293.485,291.26,291.647,292.07,288.897,292.172,299.05,288.347,287.997,297.98,300.847,297.632,305.15,291.707,297.547,295.547,296.685,296.547,294.547,294.422,297.747,294.897,297.647,296.797,293.677,298.097,298.08,293.302,297.347,296.986,299.792,297.947,299.785,299.985,296.285
2013-09-12 06:00:00,292.2325,293.485,290.45,289.483333333,291.44,290.673333333,294.15,295.6925,289.816666667,289.483333333,297.283,301.483333333,297.67,303.65,289.453333333,298.483333333,296.15,295.4175,295.483333333,294.816666667,294.483333333,296.736666667,294.15,297.816666667,293.15,292.813333333,296.816666667,298.65,293.37,298.15,296.986,301.146666667,302.816666667,299.785,299.985,296.285
2013-09-12 07:00:00,292.88,293.485,289.387,288.15,290.75,290.935,294.15,292.335,289.15,289.15,296.586,301.15,297.17,302.15,288.12,299.15,296.15,294.15,295.15,294.15,294.15,296.23,294.15,298.15,292.15,291.94,296.15,298.02,293.15,298.15,296.986,302.15,304.15,299.785,299.985,296.285
2013-09-12 08:00:00,291.593,290.606,290.73,288.6205,290.06,289.806,293.65,296.55,288.65,287.4455,295.11,299.2205,296.92,300.65,286.875,297.7705,295.65,293.8705,294.65,294.65,293.1955,295.99,293.94,298.0705,294.4455,291.545,296.5205,297.39,293.15,296.8205,303.048,302.905,302.3705,302.506,301.856,301.356
2013-09-12 09:00:00,290.306,290.606,290.66,286.15,289.55,292.75,293.15,296.05,288.15,288.15,294.815,299.15,296.67,299.15,285.63,297.15,295.15,294.15,294.15,295.15,294.15,295.75,293.73,298.15,293.59,291.15,295.15,296.88,293.15,297.15,303.048,303.66,308.15,302.506,301.856,301.356
2013-09-12 10:00:00,290.306,290.606,290.59,287.15,289.04,291.3875,293.15,295.55,288.15,289.18,294.52,299.15,295.43,298.15,285.12,296.15,294.8375,294.15,294.15,295.15,293.7,295.71,295.15,298.15,294.15,291.15,295.15,296.37,293.15,295.46,303.048,303.66,309.15,302.506,301.856,301.356
2013-09-12 11:00:00,289.525,287.975,290.94,287.3595,288.55,290.025,290.9595,294.55,287.6345,287.4995,294.62,298.0595,295.3745,297.1345,286.3445,295.4345,294.525,294.1095,294.3095,293.4595,292.8345,296.0895,295.1845,298.5595,294.8845,292.1095,296.2345,296.19,292.6095,295.5145,306.077,304.16,310.15,303.075,301.875,303.975
2013-09-12 12:00:00,289.525,288.07,290.46,287.675,288.9,289.743333333,293.41,295.873333333,289.1,288.805,295.91,300.185,298.845,296.99,287.485,296.67,295.52,296.36,294.465,296.675,293.88,298.67,297.28,298.875,295.535,292.565,297.255,296.75,292.525,297.99,306.077,303.716666667,308.8235,303.075,301.875,303.77975
2013-09-12 13:00:00,289.2495,288.7145,289.0845,287.8845,288.2345,287.4245,291.2195,293.7945,288.5845,287.1245,295.6545,299.0945,298.7895,295.9745,288.7095,295.9545,295.8895,296.3195,294.6245,294.9845,293.0145,299.0495,297.3145,299.2845,296.2695,293.5245,298.3395,298.575,292.5645,298.0445,307.048333333,304.6245,304.160666667,300.4395,300.5675,304.977333333
2013-09-12 14:00:00,289.78,288.26,289.5,288.2,289.6,289.18,293.67,298.52,290.05,288.43,298.49,301.22,302.26,295.83,289.85,297.19,297.51,298.57,294.78,298.2,294.06,301.63,299.41,299.6,296.92,293.98,299.36,300.4,293.06,300.52,306.527666667,302.83,304.502333333,299.26,299.26,304.085666667
2013-09-12 15:00:00,291.48,288.78,289.885,288.63,291.66,290.655,293.71,300.2,290.765,288.62,299.675,302.64,302.82,296.725,291.57,298.2,298.585,298.915,295.265,299.555,294.935,302.305,301.27,300.6,295.865,294.055,300.2,300.61,293.71,301.425,305.256,302.287,304.844,300.302,300.152,303.194
2013-09-12 16:00:00,291.708,289.3,290.27,289.06,293.72,292.13,294.61,301.88,291.48,288.81,300.86,304.06,303.38,297.62,293.29,299.21,299.66,299.26,295.75,300.91,295.81,302.98,303.13,301.6,294.81,294.13,301.04,301.241333333,293.993333333,302.33,305.256,301.744,304.844,301.344,301.044,303.194
2013-09-12 17:00:00,293.959,292.23,290.465,291.935,296.24,295.745,295.51,302.37,290.395,287.86,301.885,305.71,305.12,296.165,293.475,300.41,298.06,301.96,295.855,302.56,295.56,302.795,302.495,302.005,294.985,294.445,301.95,301.775666667,294.276666667,301.12,301.733,299.202,301.077,301.202,301.052,299.927
2013-09-12 18:00:00,293.674,293.8764,291.3184,293.0724,296.6284,295.9144,296.4005,303.6444,290.7644,288.1824,302.8124,304.8924,305.1844,297.9284,293.5904,300.0224,298.3724,301.3324,297.3264,302.3424,294.6224,302.8044,303.0544,302.0164,293.8024,293.6344,301.4204,301.149,292.7255,301.0544,300.19,298.4428,300.8428,301.0628,300.8828,299.1328
2013-09-12 19:00:00,296.770333333,297.020333333,291.403666667,296.237,299.503666667,300.103666667,297.303666667,304.003666667,289.437,287.020333333,303.853666667,306.953666667,307.203666667,295.937,293.787,301.487,296.453666667,304.587,297.203666667,304.303666667,294.487,302.587,302.220333333,302.487,294.203666667,294.137,302.570333333,302.070333333,293.620333333,299.653666667,296.337,295.603666667,296.487,300.920333333,300.920333333,295.453666667
2013-09-12 20:00:00,297.330666667,298.880666667,292.147333333,297.664,300.247333333,300.847333333,298.197333333,305.147333333,289.564,287.130666667,304.797333333,306.547333333,307.547333333,297.164,293.914,301.364,296.447333333,304.514,298.447333333,304.397333333,293.664,302.564,302.580666667,302.564,293.247333333,293.514,302.280666667,301.830666667,292.680666667,299.397333333,294.464,294.547333333,295.664,300.780666667,300.780666667,294.247333333
2013-09-12 21:00:00,297.0225,298.2975,291.6225,297.4725,299.5975,300.0975,298.4475,304.7975,288.9725,287.0975,303.7475,306.7225,306.4975,296.4725,292.7975,300.4725,295.2975,303.3225,297.1725,302.7475,292.2225,301.1225,301.0475,301.8725,293.4975,292.8725,301.7975,301.0975,293.1225,298.5225,294.3725,294.2725,294.9225,300.7725,300.7725,293.7975
2013-09-12 22:00:00,297.872333333,300.972333333,292.789,299.439,300.805666667,301.339,299.555666667,306.439,289.339,287.255666667,305.355666667,306.122333333,307.305666667,298.339,293.339,300.605666667,295.672333333,303.622333333,299.255666667,303.422333333,291.605666667,301.572333333,302.039,302.205666667,292.139,292.255666667,301.572333333,301.022333333,291.722333333,298.472333333,291.905666667,292.955666667,294.072333333,300.589,300.589,292.339
2013-09-12 23:00:00,297.853666667,301.203666667,292.687,299.787,300.620333333,301.087,300.020333333,306.587,288.987,287.270333333,304.970333333,306.103666667,306.720333333,298.287,292.637,299.970333333,294.903666667,302.803666667,298.820333333,302.353666667,290.370333333,300.603666667,301.137,301.770333333,291.987,291.620333333,301.153666667,300.453666667,291.703666667,297.803666667,291.220333333,292.420333333,293.303666667,300.537,300.537,291.637
2013-09-13 00:00:00,295.339,297.839,291.414,296.639,297.964,297.514,296.464,302.989,289.714,286.714,302.439,303.889,304.114,296.764,290.889,298.039,293.739,301.114,296.214,300.714,290.664,300.089,298.939,300.914,291.089,291.114,298.539,298.864,291.514,297.339,291.364,292.589,293.289,300.914,300.914,291.564
2013-09-13 01:00:00,296.152333333,299.269,291.702333333,298.152333333,298.602333333,298.369,298.269,304.385666667,289.002333333,286.919,302.769,304.602333333,304.202333333,297.202333333,290.535666667,297.835666667,293.102333333,300.585666667,296.502333333,299.835666667,288.919,298.969,298.469,300.619,291.185666667,290.435666667,298.852333333,298.635666667,291.552333333,296.602333333,290.402333333,291.819,292.269,300.719,300.719,290.652333333
2013-09-13 02:00:00,294.469666667,297.103,290.819666667,296.169666667,296.769666667,295.903,296.053,302.036333333,289.369666667,286.553,300.953,303.119666667,302.269666667,296.169666667,289.136333333,296.336333333,292.069666667,299.186333333,294.619666667,298.386333333,288.703,298.303,296.703,299.903,290.536333333,289.886333333,296.969666667,297.386333333,291.419666667,296.069666667,290.269666667,291.753,292.003,300.953,300.953,290.369666667
2013-09-13 03:00:00,294.44875,296.05375,290.09125,293.85375,295.81875,294.45625,297.56375,303.79125,289.53125,287.77625,301.55875,303.72625,301.06875,295.33625,287.89625,294.90625,291.48375,296.90375,293.45375,298.03375,287.77375,298.07875,296.57125,300.16125,289.97875,289.42125,295.61625,295.40375,291.13375,294.15375,289.8855,295.09875,298.99625,297.03125,297.89375,289.68025
2013-09-13 04:00:00,293.32,294.26,289.26,291.76,294.28,292.33,296.59,302.81,289.83,287.94,300.55,302.94,299.38,294.37,286.55,293.43,290.6,295.21,291.81,296.95,287.32,297.56,295.35,299.77,289.36,288.9,293.91,293.91,290.95,293.16,289.669,296.17,301.15,295.88,297.03,289.262
2013-09-13 05:00:00,291.48,292.48,288.81,290.28,292.78,291.65,296.03,301.2,289.25,287.53,298.76,301.87,298.14,292.75,284.95,292.55,290.3,294.6,289.38,295.77,286.75,296.88,294.95,298.88,287.9,287.51,293.3,293.5,290.51,292.7,296.957,298.66,298.896,299.26,299.26,296.503
2013-09-13 06:00:00,290.96,291.855,288.64,289.785,292.48,291.345,296.115,300.795,289.32,287.445,298.42,301.485,297.61,292.115,284.44,291.785,289.865,294.37,289.065,295.47,286.675,296.715,294.935,298.705,287.6,287.415,293.055,293.24,290.0,292.715,296.957,301.52,304.15,300.925,302.04,296.503
2013-09-13 07:00:00,290.51,291.23,288.47,289.29,292.18,291.04,296.2,300.39,289.39,287.36,298.08,301.1,297.08,291.48,283.93,291.02,289.43,294.14,288.75,295.17,286.6,296.55,294.92,298.53,287.3,287.32,292.81,293.07,289.66,292.73,296.957,300.991,305.15,302.59,302.59,296.503
2013-09-13 08:00:00,290.06,290.36,288.18,288.71,291.55,290.69,295.77,299.67,288.97,287.33,297.2,299.83,296.63,290.84,282.48,290.09,288.27,293.59,287.74,294.37,285.9,296.21,294.49,297.94,287.09,285.6,292.48,292.9,289.32,292.77,304.036,302.54,307.15,302.59,304.54,302.547
2013-09-13 09:00:00,289.6785,290.15,288.005,289.43,291.495,290.25,295.46,299.255,289.3,287.82,296.34,301.15,295.24,290.73,280.795,287.64,286.95,292.9435,285.945,293.68,285.665,295.46,293.485,296.95,286.6,286.15,291.8,292.83,289.15,293.275,304.036,303.66,306.2485,302.8685,303.5935,302.547
2013-09-13 10:00:00,289.297,289.15,287.83,288.79,291.44,289.81,295.15,298.84,289.63,288.23,295.48,300.15,295.68,290.62,279.11,286.15,288.3245,292.297,284.15,292.99,285.43,294.71,292.48,297.15,286.15,284.6305,292.9,292.02,288.15,293.78,304.036,304.16,305.347,303.147,302.647,302.547
2013-09-13 11:00:00,288.799,288.69,289.1,287.15,290.4,289.62,293.15,296.85,289.15,287.54,294.91,298.4245,295.68,296.15,278.62,286.15,289.699,290.999,284.15,292.96,285.27,296.15,293.15,297.15,286.61,284.399,291.64,292.05,287.15,294.16,307.703,304.2545,308.699,303.899,302.749,305.249
2013-09-13 12:00:00,288.799,287.15,289.215,287.15,290.21,290.15,295.15,297.25,289.6,287.46,294.13,296.699,295.68,289.599,278.78,287.4745,289.699,290.999,285.15,294.62,285.41,298.15,294.15,298.15,287.15,284.399,293.65,291.45,287.15,297.15,307.703,304.349,308.699,303.899,302.749,305.249
